Controller,Object Name,Object Identifier,Display Name,Description
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TW-F,AI:3050788,HRN.TW-F,Condenser Water Flow
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TW-LVL,AI:3050779,HRN.TW-LVL,Tower Basin Water Level
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TW-V1,BO:3050803,HRN.TW-V1,Tower Cell 1 Riser Iso valve
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TW-V2,BO:3050771,HRN.TW-V2,Tower Cell 2 Riser Iso Valve
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TW-V3,BO:3050773,HRN.TW-V3,Tower Cell 3 Riser Iso Valve
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TW-V4,BO:3050774,HRN.TW-V4,Tower Cell 4 Riser Iso Valve
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TWBYP-V,AO:3050768,HRN.TWBYP-V,Tower Bypass Valve
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TWMU-F,AI:3050778,HRN.TWMU-F,Tower Make Up Flow
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TWMU-V,AO:3050767,HRN.TWMU-V,Tower Make Up Valve
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TWR-PRS,AI:3050790,HRN.TWR-PRS,Tower Return Header Pressure
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TWR-T,AI:3050780,HRN.TWR-T,Tower Return Temp
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TWS-PRS,AI:3050789,HRN.TWS-PRS,Tower Supply Header Pressure
Hearnes-NAE171,NAE171/Field Bus2.FAC-TOWER.TWS-T,AI:3050781,HRN.TWS-T,Tower Supply Temp
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.CH1-ALARM,BI:3051538,HRN.CH1-ALARM,Chiller 1 Alarm Onboard Alarm
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.CH1-AUTO,BI:3051545,HRN.CH1-AUTO,Chiller 1 HOA in Auto
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.CH1-CP1-S,BI:3051543,HRN.CH1-CP1-S,Chiller 1 Chiller Pump Status
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.CH1-CP1-SC,AO:3051546,HRN.CH1-CP1-SC,Chiller 1 CP Speed Control
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.CH1-CP1-SS,BO:3051547,HRN.CH1-CP1-SS,Chiller 1 Chiller Pump Start/Stop
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.CH1-ENABLE,BO:3051548,HRN.CH1-ENABLE,Chiller 1 Enable
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.CH1-F,AI:3051539,HRN.CH1-F,Chiller 1 Flow
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.CH1-HAND,BI:3051544,HRN.CH1-HAND,Chiller 1 HOA in Hand
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.CH1-REFALM,BI:3051537,HRN.CH1-REFALM,Refrigerant Alarm
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.CH1-S,BI:3051542,HRN.CH1-S,Chiller 1 Status
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.CH1-TISO-V,AO:3051549,HRN.CH1-TISO-V,Chiller 1 Tower Isolation Valve
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.CH1-TWR-T,AI:3051535,HRN.CH1-TWR-T,Chiller 1 Tower Return Temperature
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.CH1-TWS-T,AI:3051534,HRN.CH1-TWS-T,Chiller 1 Tower Supply Temperature
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.CH1R-T,AI:3051541,HRN.CH1R-T,Chiller 1 Return Temp
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.CH1S-T,AI:3051540,HRN.CH1S-T,Chiller 1 Supply Temp
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.CH1TW-F,AI:3051536,HRN.CH1TW-F,Chiller 1 Tower Flow
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.Alarm Reset,MV:3051582,Alarm Reset,CS Input (Enum)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.CH1-%LOAD,AV:3051580,CH1-%LOAD,CS Output (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.CH1-CPSC-SP,AV:3051578,CH1-CPSC-SP,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.CH1-eRATE,AV:3051581,CH1-eRATE,CS Output (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.CH1-LOAD,AV:3051579,CH1-LOAD,CS Output (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.CH1-LP-START,BV:3051567,CH1-LP-START,CS Output (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.CH1-SMRT-ALARM,MV:3051584,HRN.CH1-SMRT-ALARM,CS Output (Enum)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.CH1-TF-START,BV:3051568,CH1-TF-START,CS Output (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.CH1-TISO-V-Input,AV:3051573,CH1-TISO-V-Input,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.CH1-TISO-V-SP,AV:3051569,CH1-TISO-V-SP,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.CH1-TP-START,BV:3051570,CH1-TP-START,CS Output (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.CH-KWin,AV:3051583,CH1-KWin,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.CH-SEQ,AV:3051591,CH-SEQ,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.CHLR START PULSE,BV:3051575,CHLR START PULSE,
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.CHLR-ENB,MV:3051587,CHLR-ENB,Output (Enum)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.CHLR-ON,MV:3051574,CHLR-ON,CS Output (Enum)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.CHLR-STR,MV:3051589,CHLR-STR,Output (Enum)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.CSYSENB,MV:3051588,CSYSENB,Output (Enum)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.HRN1-NDX,AV:3051590,HRN1-NDX,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.HRN-WNTR-SEQ,AV:3051572,HRN-WNTR-SEQ,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.NDX-SS,BV:3051585,NDX-SS,Output (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.OADB-T,AV:3051576,OADB-T,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.OAWB-T,AV:3051577,OAWB-T,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.Tower-Circ,BV:3054174,Tower-Circ,CS Input (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.WINTER MODE,BV:3051571,WINTER MODE,CS Input (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH1.Parameters.WNTR-MODE-SS,BV:3051586,WNTR-MODE-SS,Output (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.CH2-ALARM,BI:3051554,HRN.CH2-ALARM,Chiller 2 Alarm Onboard Alarm
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.CH2-AUTO,BI:3051561,HRN.CH2-AUTO,Chiller 2 HOA in Auto
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.CH2-CP2-S,BI:3051559,HRN.CH2-CP2-S,Chiller 2 Chiller Pump Status
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.CH2-CP2-SC,AO:3051562,HRN.CH2-CP2-SC,Chiller 2 CP Speed Control
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.CH2-CP2-SS,BO:3051563,HRN.CH2-CP2-SS,Chiller 2 Chiller Pump Start/Stop
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.CH2-ENABLE,BO:3051564,HRN.CH2-ENABLE,Chiller 2 Enable
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.CH2-F,AI:3051555,HRN.CH2-F,Chiller 2 Flow
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.CH2-HAND,BI:3051560,HRN.CH2-HAND,Chiller 2 HOA in Hand
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.CH2-S,BI:3051558,HRN.CH2-S,Chiller 2 Status
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.CH2-TISO-V,AO:3051565,HRN.CH2-TISO-V,Chiller 2 Tower Isolation Valve
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.CH2-TWR-T,AI:3051552,HRN.CH2-TWR-T,Chiller 2 Tower Return Temperature
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.CH2-TWS-T,AI:3051551,HRN.CH2-TWS-T,Chiller 2 Tower Supply Temperature
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.CH2R-T,AI:3051557,HRN.CH2R-T,Chiller 2 Return Temp
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.CH2S-T,AI:3051556,HRN.CH2S-T,Chiller 2 Supply Temp
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.CH2TW-F,AI:3051553,HRN.CH2TW-F,Chiller 2 Tower Flow
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.Alarm Reset,MV:3051608,Alarm Reset,CS Input (Enum)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.CH2-%LOAD,AV:3051606,CH2-%LOAD,CS Output (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.CH2-CPSC-SP,AV:3051604,CH2-CPSC-SP,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.CH2-eRATE,AV:3051607,CH2-eRATE,CS Output (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.CH2-LOAD,AV:3051605,CH2-LOAD,CS Output (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.CH2-LP-START,BV:3051593,CH2-LP-START,CS Output (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.CH2-SMRT-ALARM,MV:3051610,HRN.CH2-SMRT-ALARM,CS Output (Enum)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.CH2-TF-START,BV:3051594,CH2-TF-START,CS Output (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.CH2-TISO-V-Input,AV:3051599,CH2-TISO-V-Input,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.CH2-TISO-V-SP,AV:3051595,CH2-TISO-V-SP,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.CH2-TP-START,BV:3051596,CH2-TP-START,CS Output (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.CH-KWin,AV:3051609,CH2-KWin,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.CH-SEQ,AV:3051617,CH-SEQ,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.CHLR START PULSE,BV:3051601,CHLR START PULSE,
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.CHLR-ENB,MV:3051613,CHLR-ENB,Output (Enum)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.CHLR-ON,MV:3051600,CHLR-ON,CS Output (Enum)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.CHLR-STR,MV:3051615,CHLR-STR,Output (Enum)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.CSYSENB,MV:3051614,CSYSENB,Output (Enum)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.HRN2-NDX,AV:3051616,HRN2-NDX,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.HRN-WNTR-SEQ,AV:3051598,HRN-WNTR-SEQ,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.NDX-SS,BV:3051611,NDX-SS,Output (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.OADB-T,AV:3051602,OADB-T,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.OAWB-T,AV:3051603,OAWB-T,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.Tower-Circ,BV:3054312,Tower-Circ,CS Input (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.WINTER MODE,BV:3051597,WINTER MODE,CS Input (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH2.Parameters.WNTR-MODE-SS,BV:3051612,WNTR-MODE-SS,Output (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.CH3-ALARM,BI:3050685,HRN.CH3-ALARM,Chiller Alarm Onboard Alarm
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.CH3-AUTO,BI:3050692,HRN.CH3-AUTO,Chiller HOA in Auto
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.CH3-CP-S,BI:3050690,HRN.CH3-CP-S,Chiller Pump Status
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.CH3-CP-SC,AO:3050693,HRN.CH3-CP-SC,Chiller Pump Speed Control
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.CH3-CP-SS,BO:3050694,HRN.CH3-CP-SS,Chiller Pump Start/Stop
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.CH3-ENABLE,BO:3050695,HRN.CH3-ENABLE,Chiller Enable
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.CH3-F,AI:3050686,HRN.CH3-F,Chiller Evap Flow
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.CH3-HAND,BI:3050691,HRN.CH3-HAND,Chiller HOA in Hand
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.CH3-REFALM,BI:3050684,HRN.CH3-REFALM,Refrigerant Alarm
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.CH3-S,BI:3050689,HRN.CH3-S,Chiller Status
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.CH3-TISO-V,AO:3050696,HRN.CH3-TISO-V,Chiller Tower Isolation Valve
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.CH3-TWR-T,AI:3050682,HRN.CH3-TWR-T,Chiller Tower Return Temperature
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.CH3-TWS-T,AI:3050681,HRN.CH3-TWS-T,Chiller Tower Supply Temperature
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.CH3R-T,AI:3050688,HRN.CH3R-T,Chiller Return Temp
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.CH3S-T,AI:3050687,HRN.CH3S-T,Chiller Supply Temp
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.CH3TW-F,AI:3050683,HRN.CH3TW-F,Chiller Tower Water Flow
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.DCW-F,AI:3066185,HRN.DCW-F,Domestic Cold Water Flow
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.Alarm Reset,MV:3050713,Alarm Reset,CS Input (Enum)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.CH3-%LOAD,AV:3050711,CH3-%LOAD,CS Output (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.CH3-CPSC-SP,AV:3050709,CH3-CPSC-SP,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.CH3-eRATE,AV:3050712,CH3-eRATE,CS Output (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.CH3-LOAD,AV:3050710,CH3-LOAD,CS Output (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.CH3-LP-START,BV:3050698,CH3-LP-START,CS Output (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.CH3-SMRT-ALARM,MV:3050715,HRN.CH3-SMRT-ALARM,CS Output (Enum)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.CH3-TF-START,BV:3050699,CH3-TF-START,CS Output (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.CH3-TISO-V-Input,AV:3050704,CH3-TISO-V-Input,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.CH3-TISO-V-SP,AV:3050700,CH3-TISO-V-SP,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.CH3-TP-START,BV:3050701,CH3-TP-START,CS Output (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.CH-KWin,AV:3050714,CH3-KWin,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.CH-SEQ,AV:3050722,CH-SEQ,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.CHLR START PULSE,BV:3050706,CHLR START PULSE,
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.CHLR-ENB,MV:3050718,CHLR-ENB,Output (Enum)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.CHLR-ON,MV:3050705,CHLR-ON,CS Output (Enum)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.CHLR-STR,MV:3050720,CHLR-STR,Output (Enum)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.CSYSENB,MV:3050719,CSYSENB,Output (Enum)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.HRN3-NDX,AV:3050721,HRN3-NDX,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.HRN-WNTR-SEQ,AV:3050703,HRN-WNTR-SEQ,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.NDX-SS,BV:3050716,NDX-SS,Output (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.OADB-T,AV:3050707,OADB-T,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.OAWB-T,AV:3050708,OAWB-T,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.Tower-Circ,BV:3054451,Tower-Circ,CS Input (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.WINTER MODE,BV:3050702,WINTER MODE,CS Input (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.Parameters.WNTR-MODE-SS,BV:3050717,WNTR-MODE-SS,Output (Boolean)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.SMH634-A,BI:3060626,SMH634-A,SMH-634 High Water Alarm (SE of Hearnes)
Hearnes-NAE171,NAE171/Field Bus2.FEC-CH3.SMH635-A,BI:3060627,SMH635-A,SMH-635 High Water Alarm (S of Hearnes)
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BCW-DP,AI:3050494,HRN.BCW-DP,Building Chilled Water Diff Pressure
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BCW-F,AI:3050509,HRN.BCW-F,Hearnes Bldg Chill Water Flow
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BCW-V1,AO:3050496,HRN.BCW-V1,Hearnes Bldg Chilled Water Supply Valve
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BCW-V2,AO:3050492,HRN.BCW-V2,Hearnes Bldg CW Mixing Valve on Bypass
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BCWR-T,AI:3050484,HRN.BCWR-T,Hearnes Bldg Chilled Water Return Temp
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BCWS-T1,AI:3050508,HRN.BCWS-T1,Hearnes Bldg Chilled Water Supply Temp 1
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BCWS-T2,AI:3050485,HRN.BCWS-T2,Hearnes Bldg ChW Mixed Supply Temp
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP1-S,BI:3050490,HRN.BP1-S,Building Pump 1 Status
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP1-SC,AO:3050488,HRN.BP1-SC,Sideloop Output
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP1-SS,BO:3050486,HRN.BP1-SS,Hearnes Bldg Pump 1 Start/Stop
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP2-S,BI:3050491,HRN.BP2-S,Building Pump 2 Status
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP2-SS,BO:3050487,HRN.BP2-SS,Hearnes Bldg Pump 2 Start/Stop
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BCW-BP-WSP,AV:3050539,BCW-BP-WSP,Output (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BCW-CLGOA-DF,AV:3050670,BCW-CLGOA-DF,
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BCW-CLGOA-SP,AV:3050669,BCW-CLGOA-SP,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BCW-HICLG-VLV,AV:3050538,Hearnes.BCW-HICLG-VLV,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BCW-HICLG-VLV-High,AV:3050541,BCW-HICLG-VLV-High,
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BCW-HICLG-VLV-Low,AV:3050540,BCW-HICLG-VLV-Low,
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BCW-V1 Pre PID PB,AV:3055288,BCW-V1 Pre PID PB,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BCW-V1-HIL,AV:3055286,BCW-V1-HIL,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BCW-V1-LOL,AV:3055287,BCW-V1-LOL,CS Input (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BCW-V Control ABSEFFORT,AV:3050548,BCW-V Control ABSEFFORT,Absolute EWMA Effort
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BCW-V Control ABSERROR,AV:3050547,BCW-V Control ABSERROR,Absolute EWMA Error
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BCW-V Control ERROR,AV:3050549,BCW-V Control ERROR,EWMA Error
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BCW-V Control EWMA,AV:3050550,BCW-V Control EWMA,EWMA Present Value
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BCW-V Control SL-OUTSTATE,MV:3050546,BCW-V Control SL-OUTSTATE,State
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BCW-V Control TUNING-RESET,BV:3050545,BCW-V Control TUNING-RESET,Application Tuning Reset
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BCWDP-SP-High,AV:3050543,BCWDP-SP-High,
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BCWDP-SP-Low,AV:3050542,BCWDP-SP-Low,
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BCWS-T2-SP-High,AV:3050533,BCWS-T2-SP-High,
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BCWS-T2-SP-Low,AV:3050532,BCWS-T2-SP-Low,
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BCWS-T2-WB-High,AV:3050531,BCWS-T2-WB-High,
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BCWS-T2-WB-Low,AV:3050530,BCWS-T2-WB-Low,
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BCWS-T2-WSP,AV:3050529,BCWS-T2-WSP,Output (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BP-START,MV:3050641,BP-START,Output (Enum)
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BPOA-FRZ-DF,AV:3050535,BPOA-FRZ-DF,
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BPOA-FRZ-SP,AV:3050534,BPOA-FRZ-SP,
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BPSC PID ABSEFFORT,AV:3050554,BPSC PID ABSEFFORT,Absolute EWMA Effort
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BPSC PID ABSERROR,AV:3050553,BPSC PID ABSERROR,Absolute EWMA Error
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BPSC PID ERROR,AV:3050555,BPSC PID ERROR,EWMA Error
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BPSC PID EWMA,AV:3050556,BPSC PID EWMA,EWMA Present Value
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BPSC PID SL-OUTSTATE,MV:3050552,BPSC PID SL-OUTSTATE,State
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.BPSC PID TUNING-RESET,BV:3050551,BPSC PID TUNING-RESET,Application Tuning Reset
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.BP Parameters.HRN BCW-LOAD,AV:3050594,HRN.BCW-LOAD,CS Output (Float)
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.CW-FCLO2,AI:3061945,HRN.CW-FCLO2,Chilled Water Free CLO2 Level
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.LCW-DP,AI:3050501,HRN.LCW-DP,Chilled Water Differential Pressure
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.LCWR-P,AI:3057098,HRN.LCWR-P,Loop CW Return Pressure
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.LCWS-P,AV:3057099,HRN.LCWS-P,Loop Chilled Water Supply Pressure
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.LP1-S,BI:3050503,HRN.LP1-S,
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.LP1-SC,AO:3050507,HRN.LP1-SC,Sideloop Output
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.LP1-SS,BO:3050505,HRN.LP1-SS,
Hearnes-NAE171,NAE171/Field Bus2.FEC-LP.LP1-VLV,BO:3050497,HRN.LP1-VLV,
